file_id,design,level,batch_position,accuracy,target,lag_to_typing,lag_to_description,reaction_time,n_tokens,n_adjectives,n_adverbs,n_nouns
27,1,1,3,0,11,6.0,18,5,4,0,0,0
27,1,2,4,100,2,5.0,22,8,6,2,0,2
27,1,3,5,0,5,4.0,10,5,2,0,0,0
27,1,1,6,100,9,14.0,30,4,7,2,0,1
27,1,1,7,100,8,7.0,24,5,6,0,0,2
27,1,2,8,0,6,4.0,17,6,4,1,0,2
27,1,3,9,0,11,5.0,14,3,4,1,1,1
27,1,2,10,100,3,6.0,22,5,6,4,0,1
27,1,3,11,100,10,8.0,32,7,7,2,3,1
27,1,1,12,100,11,6.0,22,25,6,2,1,2
27,1,3,13,100,3,9.0,30,5,7,1,0,3
27,1,1,14,100,9,5.0,16,4,5,2,1,1
27,1,3,15,0,7,3.0,21,26,6,1,0,3
27,1,2,16,100,2,7.0,29,13,7,2,0,2
27,1,3,17,100,8,6.0,51,11,8,1,2,0
27,1,1,18,100,11,9.0,29,11,7,1,1,1
27,1,2,19,100,5,9.0,36,8,12,3,0,4
27,1,2,20,100,1,19.0,49,6,10,2,0,1
28,2,1,1,100,2,14.0,30,11,20,3,1,3
28,2,1,2,100,10,6.0,22,8,19,2,0,3
28,2,3,3,100,1,4.0,11,3,11,2,0,2
28,2,1,4,100,10,2.0,17,10,13,2,0,4
28,2,3,5,100,5,6.0,16,6,12,3,1,2
28,2,1,6,100,11,2.0,12,7,6,1,1,2
28,2,3,7,100,1,2.0,7,5,3,2,0,1
28,2,2,8,100,11,9.0,21,19,13,2,0,3
28,2,3,9,100,6,2.0,10,4,3,1,0,1
28,2,1,10,100,9,5.0,21,4,10,4,0,2
28,2,2,11,100,10,2.0,3,3,1,1,0,0
28,2,1,12,100,7,2.0,6,4,7,1,1,1
28,2,2,13,100,7,2.0,6,3,2,0,0,0
28,2,2,14,100,9,3.0,7,4,2,2,0,0
28,2,1,15,100,7,3.0,8,4,3,2,0,1
28,2,2,16,100,6,2.0,6,3,3,2,0,1
28,2,3,17,100,1,1.0,3,13,2,1,0,0
28,2,2,18,100,0,2.0,8,4,2,0,0,0
28,2,1,19,100,6,1.0,5,5,4,0,0,1
28,2,3,20,100,11,7.0,15,7,5,1,1,1
29,3,1,1,100,6,9.0,25,11,5,2,0,2
29,3,3,2,100,7,5.0,13,6,8,1,0,3
29,3,2,3,100,3,6.0,16,6,8,1,0,3
29,3,2,4,100,7,18.0,24,9,8,0,0,3
29,3,2,5,100,9,2.0,7,8,4,1,0,2
29,3,2,6,100,5,4.0,11,17,6,0,0,2
29,3,3,7,100,1,12.0,24,9,6,2,1,2
29,3,3,8,100,11,6.0,22,10,10,1,0,4
29,3,1,9,100,7,4.0,10,11,8,0,0,3
29,3,1,10,100,0,5.0,17,8,5,2,0,2
29,3,3,11,100,4,10.0,20,13,12,1,0,4
29,3,2,12,100,8,4.0,30,11,16,3,0,4
29,3,2,13,100,3,4.0,13,6,4,2,0,2
29,3,1,14,100,11,5.0,18,13,9,2,0,3
29,3,1,15,100,10,4.0,17,12,9,1,0,3
29,3,1,16,100,8,4.0,14,7,6,2,0,2
29,3,1,17,100,1,2.0,11,10,9,0,0,4
29,3,1,18,100,6,5.0,25,12,11,2,0,2
29,3,3,19,100,9,4.0,12,7,8,1,0,3
29,3,3,20,100,5,4.0,11,11,5,2,1,1
